id,title,url,summary,pub_date,source,PESTEL_category,cleaned_summary,Sentiment
151,"WNA China Gasak Tambang Emas RI, Bumi Bolong 1.600-an Meter",https://www.cnbcindonesia.com/news/20240708084544-4-552512/wna-china-gasak-tambang-emas-ri-bumi-bolong-1600-an-meter,Beberapa waktu lalu telah terjadi penggasakan tambang emas oleh WNA asal China,2024-07-08 02:40:00,CNBC News,Social,penggasakan tambang emas wna china,Neutral
152,"Asing Tiba-Tiba ""Ngamuk"", RI Ketiban Duit Rp 25 Triliun",https://www.cnbcindonesia.com/research/20240708070358-128-552479/asing-tiba-tiba-ngamuk-ri-ketiban-duit-rp-25-triliun,Arus dana asing kembali tercatat masuk ke pasar keuangan domestik selama dua pekan beruntun,2024-07-08 02:35:05,CNBC News,Technological,arus dana asing tercatat masuk pasar keuangan domestik pekan beruntun,Neutral
153,"IHSG Dibuka Loyo, Investor Mulai Profit Taking?",https://www.cnbcindonesia.com/market/20240708092736-17-552538/ihsg-dibuka-loyo-investor-mulai-profit-taking,Indeks Harga Saham Gabungan (IHSG) cenderung lesu pada awal perdagangan sesi I Senin (8/7/2024).,2024-07-08 02:32:12,CNBC News,Social,indeks harga saham gabungan ihsg cenderung lesu perdagangan sesi i senin,Neutral
154,"Emiten Afiliasi Hermanto Tanoko (BLES) IPO, Langsung Sentuh ARA",https://www.cnbcindonesia.com/market/20240708091836-17-552532/emiten-afiliasi-hermanto-tanoko--bles--ipo-langsung-sentuh-ara,Emiten industri bata ringan AAC dan Semen Mortar PT Superior Prima Sukses Tbk. (BLES) resmi melantai di Bursa Efek Indonesia (BEI) pada Senin (8/72024).,2024-07-08 02:30:36,CNBC News,Economic,emiten industri bata ringan aac semen mortar pt superior prima sukses tbk bles resmi melantai bursa efek indonesia bei senin,Positive
155,"Video: Hamas Terima Proposal Gencatan Senjata, Perang Usai?",https://www.cnbcindonesia.com/news/20240708081458-8-552501/video-hamas-terima-proposal-gencatan-senjata-perang-usai,Kelompok Hamas telah menerima proposal gencatan senjata dengan Israel yang diajukan oleh Amerika Serikat (AS),2024-07-08 02:27:35,CNBC News,Social,kelompok hamas menerima proposal gencatan senjata israel diajukan amerika serikat a,Neutral
156,"IKN atau Makan Bergizi Gratis, Mana yang Paling Oke Buat Ekonomi RI?",https://www.cnbcindonesia.com/news/20240708085124-4-552521/ikn-atau-makan-bergizi-gratis-mana-yang-paling-oke-buat-ekonomi-ri,Program makan siang gratis dinilai lebih baik ketimbang IKN.,2024-07-08 02:25:24,CNBC News,Legal,program makan siang gratis dinilai ketimbang ikn,Neutral
157,"Resmi Melantai, Saham Indo American Seafoods (ISEA) Naik 16%",https://www.cnbcindonesia.com/market/20240708091327-17-552529/resmi-melantai-saham-indo-american-seafoods--isea--naik-16,Emiten udang beku PT Indo American Seafoods Tbk (ISEA) resmi melantai di Bursa Efek Indonesia (BEl).,2024-07-08 02:22:27,CNBC News,Economic,emiten udang beku pt indo american seafood tbk isea resmi melantai bursa efek indonesia bel,Neutral
158,Video: Insan PLN Komitmen Jalankan Transisi Energi,https://www.cnbcindonesia.com/news/20240708082101-8-552504/video-insan-pln-komitmen-jalankan-transisi-energi,PT PLN Persero dan Serikat Pekerja PLN berkomitmen menjalankan transisi energi di industri kelistrikan,2024-07-08 02:21:36,CNBC News,Economic,pt pln persero serikat pekerja pln berkomitmen menjalankan transisi energi industri kelistrikan,Neutral
159,Gila! Harga Emas Antam Kembali Pecah Rekor Tertinggi dalam Sejarah,https://www.cnbcindonesia.com/mymoney/20240708085856-72-552522/gila-harga-emas-antam-kembali-pecah-rekor-tertinggi-dalam-sejarah,Harga emas Antam kembali mencetak rekor tertinggi sepanjang masanya pada hari ini di posisi Rp 1.396.000 per gram,2024-07-08 02:20:43,CNBC News,Social,harga emas antam mencetak rekor tertinggi masanya posisi rp gram,Neutral
160,"Resmi Melantai di BEI, Saham Emiten Tommy Soeharto (GOLF) Langsung ARA",https://www.cnbcindonesia.com/market/20240708090634-17-552524/resmi-melantai-di-bei-saham-emiten-tommy-soeharto--golf--langsung-ara,"Emiten milik Tommy Soeharto, PT Intra Golflink Resorts Tbk (GOLF) hari ini resmi mencatatkan saham di Bursa Efek Indonesia (BEI)",2024-07-08 02:17:02,CNBC News,Economic,emiten milik tommy soeharto pt intra golflink resort tbk golf resmi mencatatkan saham bursa efek indonesia bei,Neutral
161,Kacau! Ribuan Warga Barcelona Usir Turis Asing dari Wilayahnya,https://www.cnbcindonesia.com/lifestyle/20240708075730-33-552498/kacau-ribuan-warga-barcelona-usir-turis-asing-dari-wilayahnya,"Ribuan warga menyiram wisatawan asing dengan pistol air di Barcelona, Spanyol.",2024-07-08 02:15:48,CNBC News,Legal,ribuan warga menyiram wisatawan asing pistol air barcelona spanyol,Neutral
162,"Investor Asing Masuk Rp 8 Triliun ke RI, Dolar Turun ke Rp 16.265",https://www.cnbcindonesia.com/market/20240708090801-17-552526/investor-asing-masuk-rp-8-triliun-ke-ri-dolar-turun-ke-rp-16265,Rupiah menguat terhadap dolar Amerika Serikat (AS) didorong oleh derasnya dana asing yang masuk ke Tanah Air.,2024-07-08 02:11:02,CNBC News,Social,rupiah menguat dolar amerika serikat a didorong derasnya dana asing masuk tanah air,Neutral
163,Video: Tok! Liga Arab Boikot Perusahaan Terafiliasi Israel,https://www.cnbcindonesia.com/news/20240708081556-8-552502/video-tok-liga-arab-boikot-perusahaan-terafiliasi-israel,Sejumlah negara yang tergabung dalam organisasi Liga Arab akhirnya sepakat untuk memboikot perusahaan yang berafiliasi dengan Israel,2024-07-08 02:10:00,CNBC News,Economic,negara tergabung organisasi liga arab sepakat memboikot perusahaan berafiliasi israel,Neutral
164,"Potret Pemilu Prancis, Penuh Plot Twist-Sayap Kiri Unggul",https://www.cnbcindonesia.com/news/20240708072209-7-552487/potret-pemilu-prancis-penuh-plot-twist-sayap-kiri-unggul,Hasil pemilu ini manjadi pukulan bagi Presiden Emmanuel Macron setelah aliansi sayap kiri secara tak terduga menempati posisi teratas.,2024-07-08 02:10:00,CNBC News,Legal,hasil pemilu manjadi pukulan presiden emmanuel macron aliansi sayap kiri terduga menempati posisi teratas,Neutral
165,CPNS 2024 Diundur Lagi? Begini Penjelasan Menteri PANRB,https://www.cnbcindonesia.com/news/20240708083103-4-552509/cpns-2024-diundur-lagi-begini-penjelasan-menteri-panrb,Seleksi Calon Aparatur Sipil Negara (CPNS) 2024 akan diundur.,2024-07-08 02:05:52,CNBC News,Economic,seleksi calon aparatur sipil negara cpns diundur,Neutral
166,"Investor Bersiap, Ada Jadwal Cum Dividen 12 Emiten Pekan Ini",https://www.cnbcindonesia.com/market/20240708084825-17-552513/investor-bersiap-ada-jadwal-cum-dividen-12-emiten-pekan-ini,ekan ini menjadi kabar baik bagi para investor karena pembagian dividen sejumlah emiten dimulai pada Senin (8/7).,2024-07-08 02:00:25,CNBC News,Social,ekan kabar investor pembagian dividen emiten senin,Neutral
167,"Berlaku 8 Juli 2024, Harga BBM di Seluruh SPBU RI Resmi Turun",https://www.cnbcindonesia.com/news/20240708080602-4-552500/berlaku-8-juli-2024-harga-bbm-di-seluruh-spbu-ri-resmi-turun,Badan usaha penyedia BBM di SPBU kompak menurunkan harga produk BBM-nya,2024-07-08 01:50:00,CNBC News,Social,badan usaha penyedia bbm spbu kompak menurunkan harga produk bbmnya,Neutral
168,Bursa Asia Melemah Meski Ada Ekspetasi Pemangkasan Suku Bunga AS,https://www.cnbcindonesia.com/market/20240708084239-17-552510/bursa-asia-melemah-meski-ada-ekspetasi-pemangkasan-suku-bunga-as,Pergerakan indeks di bursa Asia bergerak bervariasi pada awal perdagangan hari ini.,2024-07-08 01:47:35,CNBC News,Social,pergerakan indeks bursa asia bergerak bervariasi perdagangan,Neutral
169,"Sri Mulyani Diminta Tambahan Anggaran Rp598 T oleh DPR, Ini Jawabannya",https://www.cnbcindonesia.com/news/20240708075616-4-552497/sri-mulyani-diminta-tambahan-anggaran-rp598-t-oleh-dpr-ini-jawabannya,Menteri Keuangan Sri Mulyani Indrawati pun menjawab akan mengkaji permintaan tambahan anggaran tersebut.,2024-07-08 01:45:16,CNBC News,Economic,menteri keuangan sri mulyani indrawati mengkaji permintaan tambahan anggaran,Neutral
170,Video: Janji Erick Thohir: Sehatkan Indofarma,https://www.cnbcindonesia.com/news/20240708082617-8-552507/video-janji-erick-thohir-sehatkan-indofarma,Menteri BUMN Erick Thohir tegas menyebut perusahaan plat merah farmasi Indofarma akan tetap disehatkan,2024-07-08 01:45:13,CNBC News,Economic,menteri bumn erick thohir menyebut perusahaan plat merah farmasi indofarma disehatkan,Neutral
171,"KRIS Segera Berlaku, Ini Daftar Iuran BPJS Kesehatan per 8 Juli 2024",https://www.cnbcindonesia.com/news/20240708073636-4-552495/kris-segera-berlaku-ini-daftar-iuran-bpjs-kesehatan-per-8-juli-2024,Cek iuran BPJS Kesejahatan per 8 Juli 2024.,2024-07-08 01:35:07,CNBC News,Legal,cek iuran bpjs kesejahatan juli,Neutral
172,"Berlaku Juli 2024, Ini Daftar Terbaru Harga LPG 3 Kg, 5,5 Kg dan 12 Kg",https://www.cnbcindonesia.com/news/20240708075926-4-552499/berlaku-juli-2024-ini-daftar-terbaru-harga-lpg-3-kg-55-kg-12-kg,Harga LPG terbaru subsidi maupun non subssidi,2024-07-08 01:30:00,CNBC News,Social,harga lpg terbaru subsidi non subssidi,Neutral
173,6 Calon Emiten Jumbo Ngantri IPO di Bursa,https://www.cnbcindonesia.com/market/20240708075327-17-552496/6-calon-emiten-jumbo-ngantri-ipo-di-bursa,BEI melaporkan bahwa enam perusahaan besar dengan aset di atas Rp 250 miliar sedang bersiap untuk melakukan penawaran umum saham perdana (IPO).,2024-07-08 01:25:27,CNBC News,Technological,bei melaporkan enam perusahaan aset rp miliar penawaran saham perdana ipo,Neutral
174,Manusia Rp 1.700 Triliun Titip Pesan Menohok ke Warga RI,https://www.cnbcindonesia.com/tech/20240708064254-37-552478/manusia-rp-1700-triliun-titip-pesan-menohok-ke-warga-ri,CEO Indosat mengungkapkan pesan manusia Rp 1.700 triliun buat warga RI.,2024-07-08 01:20:00,CNBC News,Economic,ceo indosat pesan manusia rp triliun warga ri,Neutral
175,"Bikin SIM Wajib Punya BPJS Kesehatan, Cek Biayanya di Sini!",https://www.cnbcindonesia.com/news/20240708072415-4-552486/bikin-sim-wajib-punya-bpjs-kesehatan-cek-biayanya-di-sini,Bikin SIM di sejumlah wilayah ini wajib sertakan BPJS Kesehatan.,2024-07-08 01:15:15,CNBC News,Economic,bikin sim wilayah wajib sertakan bpjs kesehatan,Neutral
176,"Drone Ukraina Menggila, Rusia Umumkan Status Darurat di Wilayah Ini",https://www.cnbcindonesia.com/news/20240708071306-4-552483/drone-ukraina-menggila-rusia-umumkan-status-darurat-di-wilayah-ini,"Rusia mengumumkan keadaan darurat pada 7 Juli di beberapa bagian wilayah Voronezh, dekat perbatasan dengan Ukraina.",2024-07-08 01:10:00,CNBC News,Legal,rusia mengumumkan darurat juli wilayah voronezh perbatasan ukraina,Neutral
177,Studi Temukan Ada Obat Diet dan Diabetes yang Picu Kebutaan,https://www.cnbcindonesia.com/lifestyle/20240705163919-33-552172/studi-temukan-ada-obat-diet-dan-diabetes-yang-picu-kebutaan,Studi mengungkapkan bahwa pasien yang mengonsumsi obat penurun berat badan dan diabetes merek Wegovy dan Ozempic berisiko mengalami kebutaan.,2024-07-08 01:05:47,CNBC News,Political,studi pasien mengonsumsi obat penurun berat badan diabetes merek wegovy ozempic berisiko mengalami kebutaan,Neutral
178,"IHSG Pesta Pora, Asing Kompak Borong Saham-Saham Bluechip RI",https://www.cnbcindonesia.com/market/20240708072722-17-552494/ihsg-pesta-pora-asing-kompak-borong-saham-saham-bluechip-ri,"Pada akhir pekan lalu, Indeks Harga Saham Gabungan (IHSG) berhasil ""happy weekend"" dengan ditutup di zona hijau pada perdagangan Jumat (5/7/2024).",2024-07-08 01:00:03,CNBC News,Social,pekan indeks harga saham gabungan ihsg berhasil happy weekend ditutup zona hijau perdagangan jumat,Positive
179,"Sri Mulyani Ungkap Total Tagihan BLBI Rp 110 T, Baru Terkumpul Rp 38 T",https://www.cnbcindonesia.com/news/20240708070512-4-552480/sri-mulyani-ungkap-total-tagihan-blbi-rp-110-t-baru-terkumpul-rp-38-t,"Jumlah total tagih negara kepada para obligor dari bantuan BLBI ini mencapai Rp110,45 triliun.",2024-07-08 00:55:12,CNBC News,Economic,total tagih negara obligor bantuan blbi mencapai rp triliun,Neutral
180,"Jakarta Hujan Terus di Musim Kemarau, BMKG Ungkap Sampai Kapan",https://www.cnbcindonesia.com/tech/20240708063810-37-552476/jakarta-hujan-terus-di-musim-kemarau-bmkg-ungkap-sampai-kapan,"Menurut BMKG, ada beberapa alasan yang memicu peningkatan curah hujan di Indonesia.",2024-07-08 00:50:00,CNBC News,Environmental,bmkg alasan memicu peningkatan curah hujan indonesia,Neutral
181,"BNI (BBNI) Siap Gelontorkan Rp 1,9 Triliun Buat Belanja Modal IT",https://www.cnbcindonesia.com/market/20240708072352-17-552485/bni--bbni--siap-gelontorkan-rp-19-triliun-buat-belanja-modal-it,"Bank Negara Indonesia (BBNI) menganggarkan belanja modal (capital expenditure) atau capex untuk informasi teknologi (IT) di tahun 2024 sebesar Rp 1,9 triliun.",2024-07-08 00:45:02,CNBC News,Economic,bank negara indonesia bbni menganggarkan belanja modal capital expenditure capex informasi teknologi it rp triliun,Neutral
182,"Tak Laku-Laku, Satgas BLBI Perpanjang Lelang Aset Tommy Soeharto ",https://www.cnbcindonesia.com/news/20240708063613-4-552475/tak-laku-laku-satgas-blbi-perpanjang-lelang-aset-tommy-soeharto,Satgas BLBI akan menggunakan pasal pendayagunaan untuk aset sitaan dari Tommy Suharto.,2024-07-08 00:35:13,CNBC News,Technological,satgas blbi pasal pendayagunaan aset sitaan tommy suharto,Neutral
183,"KPK Usut Investasi Fiktif Dana Pensiun PNS, Seret Sinarmas Sekuritas",https://www.cnbcindonesia.com/market/20240708071433-17-552484/kpk-usut-investasi-fiktif-dana-pensiun-pns-seret-sinarmas-sekuritas,PT Taspen yang merupakan entitas pengelola dana pensiun PNS masih menjadi sorotan lantaran adanya dugaan kegiatan investasi fiktif di Sinarmas Sekuritas.,2024-07-08 00:30:03,CNBC News,Technological,pt taspen entitas pengelola dana pensiun pns sorotan lantaran dugaan kegiatan investasi fiktif sinarmas sekuritas,Neutral
184,Asing Ramai-Ramai Lepas 10 Saham Ini Kala IHSG Pesta Pora,https://www.cnbcindonesia.com/market/20240708070724-17-552481/asing-ramai-ramai-lepas-10-saham-ini-kala-ihsg-pesta-pora,"Indeks Harga Saham Gabungan (IHSG) berhasil ""happy weekend"" dengan ditutup di zona hijau pada perdagangan Jumat (5/7/2024).",2024-07-08 00:14:12,CNBC News,Social,indeks harga saham gabungan ihsg berhasil happy weekend ditutup zona hijau perdagangan jumat,Positive
185,Tips Cara Lihat Password Gmail Sendiri di Laptop dan HP,https://www.cnbcindonesia.com/tech/20240708063036-37-552474/tips-cara-lihat-password-gmail-sendiri-di-laptop-dan-hp,Terdapat beberapa cara untuk melihat password Gmail.,2024-07-08 00:10:00,CNBC News,Legal,password gmail,Neutral
186,"Investigasi Ungkap Tentara Israel Jalankan Protokol Hannibal, Apa Itu?",https://www.cnbcindonesia.com/news/20240708064506-4-552477/investigasi-ungkap-tentara-israel-jalankan-protokol-hannibal-apa-itu,Tentara Israel melaksanakan Protokol Hannibal pada 7 Oktober tahun lalu.,2024-07-08 00:00:00,CNBC News,Legal,tentara israel melaksanakan protokol hannibal oktober,Neutral
187,Alasan DPR-Kemenkeu Sepakat Kurs Balik ke Rp15.000 di Era Prabowo,https://www.cnbcindonesia.com/news/20240708061826-4-552473/alasan-dpr-kemenkeu-sepakat-kurs-balik-ke-rp15000-di-era-prabowo,"Dalam RAPBN 2025, para wakil rakyat dan pemerintah setuju kurs rupiah akan bergerak di kisaran Rp 15.300-15.900 tahun depan.",2024-07-07 23:55:19,CNBC News,Social,rapbn wakil rakyat pemerintah setuju kurs rupiah bergerak kisaran rp,Neutral
188,"Usai Pesta Pora, Bagaimana Nasib Pemilik Emas Pekan Ini?",https://www.cnbcindonesia.com/research/20240708055841-128-552470/usai-pesta-pora-bagaimana-nasib-pemilik-emas-pekan-ini,"harga emas hari ini pukul 05.58 WIB Senin (8/7/2024), harga emas di pasar spot bergerak lebih rendah atau turun 0,25% di posisi US$ 2.385,36 per troy ons",2024-07-07 23:47:30,CNBC News,Social,harga emas wib senin harga emas pasar spot bergerak rendah turun posisi u troy ons,Neutral
189,Cara Lacak HP Hilang dalam Keadaan Mati atau Menyala,https://www.cnbcindonesia.com/tech/20240708061637-37-552472/cara-lacak-hp-hilang-dalam-keadaan-mati-atau-menyala,Ada beberapa cara untuk mencari HP yang hilang.,2024-07-07 23:40:00,CNBC News,Legal,mencari hp hilang,Neutral
190,Agenda Hari Ini Senin 8 Juli: Demo Buruh Serentak-Uji Materi Ciptaker,https://www.cnbcindonesia.com/research/20240708060456-128-552471/agenda-hari-ini-senin-8-juli-demo-buruh-serentak-uji-materi-ciptaker,"Mengawali pekan ini, Senin (8/7/2024), aksi demo akan digelar di berbagai penjuru Indonesia.",2024-07-07 23:30:00,CNBC News,Environmental,mengawali pekan senin aksi demo digelar penjuru indonesia,Neutral
191,"Belajar dari Okie Agustina, Harta Gono-Gini Rumah Baiknya Dijual?",https://www.cnbcindonesia.com/mymoney/20240708044858-72-552467/belajar-dari-okie-agustina-harta-gono-gini-rumah-baiknya-dijual,Seperti apa baiknya bagi kita untuk memperlakukan harta gono-gini berupa rumah?,2024-07-07 23:25:00,CNBC News,Political,baiknya memperlakukan harta gonogini rumah,Neutral
192,Terungkap! Bayar Tol Tanpa Setop Bakal Diberlakukan di 7 Ruas Ini,https://www.cnbcindonesia.com/news/20240707213210-4-552463/terungkap-bayar-tol-tanpa-setop-bakal-diberlakukan-di-7-ruas-ini,Berikut ini daftar 7 ruas tol yang akan diberlakukan MLFF atau bayar tol tanpa setop.,2024-07-07 23:20:00,CNBC News,Legal,daftar ruas tol diberlakukan mlff bayar tol setop,Neutral
193,"Awas Kena Macet! Buruh Demo Lagi di Jakarta, Jangan Lewat Jalan Ini",https://www.cnbcindonesia.com/news/20240707213716-4-552464/awas-kena-macet-buruh-demo-lagi-di-jakarta-jangan-lewat-jalan-ini,Duh! Buruh demo lagi nih di Jakarta. Jauhi jalan ini biar gak kena macet parah.,2024-07-07 23:15:00,CNBC News,Legal,duh buruh demo nih jakarta jauhi jalan biar gak kena macet parah,Negative
194,"Kejutan Besar di Pemilu Prancis, Sayap Kiri Unggul-Eropa Kian Panas",https://www.cnbcindonesia.com/news/20240708052355-4-552469/kejutan-besar-di-pemilu-prancis-sayap-kiri-unggul-eropa-kian-panas,"Aliansi partai kiri Prancis diprediksi unggul dalam pemilu parlemen, mengalahkan sayap kanan dan koalisi Presiden Emmanuel Macron.",2024-07-07 23:05:00,CNBC News,Legal,aliansi partai kiri prancis diprediksi unggul pemilu parlemen mengalahkan sayap kanan koalisi presiden emmanuel macron,Neutral
195,"Minggu Super Sibuk: Pasar Tunggu ""Kode"" dari Sri Mulyani, BI dan OJK",https://www.cnbcindonesia.com/research/20240707223112-128-552466/minggu-super-sibuk-pasar-tunggu-kode-dari-sri-mulyani-bi-ojk,"Data konsumsi, realisasi semester I APBN, hingga konferensi pers OJK diperkirakan akan menjadi sentimen penggerak pasar hari ini",2024-07-07 23:00:00,CNBC News,Social,data konsumsi realisasi semester i apbn konferensi pers ojk sentimen penggerak pasar,Neutral
196,"Panas Perang Arab, Hizbullah Kirim Serangan Udara Terbesar ke Israel",https://www.cnbcindonesia.com/news/20240708050711-4-552468/panas-perang-arab-hizbullah-kirim-serangan-udara-terbesar-ke-israel,"Hizbullah melancarkan operasi udara terbesar mereka, dengan mengirimkan drone-drone ke basis intelijen militer Israel di puncak gunung di Dataran Tinggi Golan",2024-07-07 22:10:50,CNBC News,Legal,hizbullah melancarkan operasi udara terbesar mengirimkan dronedrone basis intelijen militer israel puncak gunung dataran golan,Neutral
197,Mengapa PDIP Hingga PKB Melirik Anies untuk Diusung di Pilgub Jakarta?,https://www.cnbcindonesia.com/news/20240707214203-4-552465/mengapa-pdip-hingga-pkb-melirik-anies-untuk-diusung-di-pilgub-jakarta,"Secara resmi, Dewan Pimpinan Tingkat Pusat Partai Keadilan Sejahtera telah memutuskan mengusung Anies bersama Wakil Ketua Majelis Syuro M. Sohibul Iman.",2024-07-07 21:00:00,CNBC News,Legal,resmi dewan pimpinan tingkat pusat partai keadilan sejahtera memutuskan mengusung anies wakil ketua majelis syuro m sohibul iman,Neutral
198,"Di Balik Donald Trump, Ada Ratu Judi Berharta Rp 466 Triliun",https://www.cnbcindonesia.com/news/20240707183432-4-552460/di-balik-donald-trump-ada-ratu-judi-berharta-rp-466-triliun,"Di balik kemenangan Donald Trump pada Pilpres 2017, ternyata ada Miriam Adelson yang dikenal sebagai ratu judi dunia.",2024-07-07 15:00:00,CNBC News,Legal,kemenangan donald trump pilpres miriam adelson dikenal ratu judi dunia,Neutral
199,"PKB Usul Nagita Slavina Dampingi Bobby, Golkar: Namanya Tidak Terkenal",https://www.cnbcindonesia.com/news/20240707182847-4-552459/pkb-usul-nagita-slavina-dampingi-bobby-golkar-namanya-tidak-terkenal,Partai Golkar mengomentari usulan artis Nagita Slavina untuk maju sebagai calon Wakil Gubernur Sumatera Utara.,2024-07-07 14:39:56,CNBC News,Legal,partai golkar mengomentari usulan artis nagita slavina maju calon wakil gubernur sumatera utara,Neutral
200,"Robert Kiyosaki Ingatkan Krisis, Bitcoin Bisa Tembus US$10 Juta",https://www.cnbcindonesia.com/market/20240707181535-17-552457/robert-kiyosaki-ingatkan-krisis-bitcoin-bisa-tembus-us-10-juta,Penulis Robert Kiyosaki mengeluarkan ramalan terbaru. Kali ini dia mengatakan bitcoin bisa tembus US$10 juta.,2024-07-07 14:20:00,CNBC News,Political,penulis robert kiyosaki mengeluarkan ramalan terbaru kali bitcoin tembus u juta,Neutral
201,"Ini Bisikan Untuk Pasar Keuangan RI Pekan Depan, Banyak Kabar Genting",https://www.cnbcindonesia.com/research/20240707171932-128-552442/ini-bisikan-untuk-pasar-keuangan-ri-pekan-depan-banyak-kabar-genting,Pergerakan pasar keuangan dalam negeri tercatat positif sepanjang pekan ini.,2024-07-07 14:00:12,CNBC News,Social,pergerakan pasar keuangan negeri tercatat positif pekan,Neutral
202,Awal Bulan Senyum! Belanja Bulanan di Transmart Hemat Rp 300 Ribu-an,https://www.cnbcindonesia.com/news/20240707181908-4-552458/awal-bulan-senyum-belanja-bulanan-di-transmart-hemat-rp-300-ribu-an,"""Transmart Full Day Sale"" sukses membuat para pengunjung tersenyum lebar berkat promo besar-besaran yang dihadirkan pada hari ini, Minggu (7/7/2024).",2024-07-07 13:40:08,CNBC News,Political,transmart full day sale sukses pengunjung tersenyum lebar berkat promo besarbesaran dihadirkan minggu,Positive
203,Wah Fitur Whatsapp Ini Bisa Bikin Selingkuh Tidak Ketahuan,https://www.cnbcindonesia.com/tech/20240707180147-37-552455/wah-fitur-whatsapp-ini-bisa-bikin-selingkuh-tidak-ketahuan,WhatsApp memiliki fitur untuk menyembunyikan pesan secara otomatis.,2024-07-07 13:19:48,CNBC News,Economic,whatsapp memiliki fitur menyembunyikan pesan otomatis,Neutral
204,Potret Warga Ramai-Ramai Borong Buah hingga Elektronik di Transmart,https://www.cnbcindonesia.com/news/20240707171446-7-552441/potret-warga-ramai-ramai-borong-buah-hingga-elektronik-di-transmart,"Transmart kembali menghadirkan promo besar-besaran ""Transmart Fullday Sale"" hingga 50% dengan tambahan diskon 20% di seluruh gerai di Indonesia.",2024-07-07 13:00:09,CNBC News,Political,transmart menghadirkan promo besarbesaran transmart fullday sale tambahan diskon gerai indonesia,Neutral
205,"Gempa di Batang Magnitudo 4,4, Ini Jenis dan Dampaknya",https://www.cnbcindonesia.com/news/20240707194914-4-552462/gempa-di-batang-magnitudo-44-ini-jenis-dan-dampaknya,"Hari ini, Minggu (7/7/2024) terjadi gempa dengan kekuatan Magnitudo (M) 4,4 berpusat di Batang, Jawa Tengah.",2024-07-07 12:55:43,CNBC News,Social,minggu gempa kekuatan magnitudo m berpusat batang jawa,Neutral
206,"Duh Banyak Jajanan Pasar Risiko Kanker, Ini Daftarnya",https://www.cnbcindonesia.com/lifestyle/20240707180754-33-552456/duh-banyak-jajanan-pasar-risiko-kanker-ini-daftarnya,"Banyak jajanan pasar ternyata berbahaya dikonsumsi, bahkan ditemukan berisiko menyebabkan kanker.",2024-07-07 12:40:00,CNBC News,Social,jajanan pasar berbahaya dikonsumsi ditemukan berisiko menyebabkan kanker,Neutral
207,Gawat! Rekening Bank Pengguna iPhone Seluruh Dunia Terancam Dikuras,https://www.cnbcindonesia.com/tech/20240707191034-37-552461/gawat-rekening-bank-pengguna-iphone-seluruh-dunia-terancam-dikuras,Pengguna iPhone di seluruh dunia terancam terkena serangan siber.,2024-07-07 12:30:29,CNBC News,Legal,pengguna iphone dunia terancam terkena serangan siber,Neutral
208,"Bapak AI Buka-bukaan Soal Masa Depan Manusia, Berani Baca?",https://www.cnbcindonesia.com/tech/20240707175429-37-552454/bapak-ai-buka-bukaan-soal-masa-depan-manusia-berani-baca,"Beberapa tahun terakhir, teknologi kecerdasan buatan atau artificial intelligence (AI) berkembang dengan pesat.",2024-07-07 12:20:29,CNBC News,Legal,teknologi kecerdasan buatan artificial intelligence ai berkembang pesat,Negative
209,Gokil! Harga Pepaya California di Transmart Cuma Rp952 Perak!,https://www.cnbcindonesia.com/news/20240707174407-4-552453/gokil-harga-pepaya-california-di-transmart-cuma-rp952-perak,"Transmart Full Day Sale"" menawarkan pepaya California dengan harga super murah.",2024-07-07 12:00:07,CNBC News,Political,transmart full day sale menawarkan pepaya california harga super murah,Positive
210,"Habibie Pernah Bikin Dolar Rp 16.800 Jadi Rp 6.550, Begini Jurusnya",https://www.cnbcindonesia.com/market/20240707172859-17-552452/habibie-pernah-bikin-dolar-rp-16800-jadi-rp-6550-begini-jurusnya,Habibie yang hanya memimpin Indonesia selama 1 tahun 5 bulan tercatat membuat rupiah menguat 34% terhadap dolar AS.,2024-07-07 11:40:48,CNBC News,Social,habibie memimpin indonesia tercatat rupiah menguat dolar a,Neutral
211,Ini Perbedaan Muka Orang Kaya dan Orang Miskin Berdasarkan Riset,https://www.cnbcindonesia.com/lifestyle/20240707170414-33-552440/ini-perbedaan-muka-orang-kaya-dan-orang-miskin-berdasarkan-riset,Ternyata kekayaan seseorang bisa bisa terlihat dari wajahnya.,2024-07-07 11:20:09,CNBC News,Technological,kekayaan wajahnya,Neutral
212,"Pengunjung Kaget Sama Harga Ayam di Transmart, Seekor Cuma Rp28 Ribu",https://www.cnbcindonesia.com/news/20240707165804-4-552439/pengunjung-kaget-sama-harga-ayam-di-transmart-seekor-cuma-rp28-ribu,"Transmart menawarkan satu ekor ayam broiler dengan harga super murah, yakni Rp28.400 dari harga normal Rp35.500.",2024-07-07 11:00:04,CNBC News,Political,transmart menawarkan ekor ayam broiler harga super murah rp harga normal rp,Positive
213,"Ramai Selingkuh, Ini Cara Gampang Lacak HP Pasangan Pakai Whatsapp",https://www.cnbcindonesia.com/tech/20240707164055-37-552438/ramai-selingkuh-ini-cara-gampang-lacak-hp-pasangan-pakai-whatsapp,Belakangan ramai beredar informasi mengenai perselingkuhan.,2024-07-07 10:45:00,CNBC News,Legal,ramai beredar informasi perselingkuhan,Neutral
